user_id,education_level,fields_of_study,education_count,attended_university,different_university_count,recent_study_label
188,master,it,3,1,3,0
189,bachelor,it,2,1,2,0
190,bachelor,it,1,1,1,0
191,bachelor,other,3,1,2,0
192,bachelor,it,2,1,2,0
193,bachelor,it,1,1,1,0
194,master,it,2,1,2,0
195,bachelor,it,2,1,2,0
196,other,it,1,1,1,0
197,bachelor,it,2,1,2,0
198,bachelor,it,1,1,1,0
199,bachelor,it,1,1,1,0
200,bachelor,it,1,1,1,0
201,master,it,2,1,2,1
202,other,it,1,1,1,1
203,other,it,2,1,2,0
204,bachelor,it,2,1,1,0
205,bachelor,it,2,1,2,0
206,bachelor,it,2,1,2,0
207,bachelor,it,3,1,3,0
208,other,other,1,1,1,0
209,other,it,1,1,1,0
210,bachelor,it,3,1,3,0
211,other,it,1,1,1,0
212,other,it,1,1,1,0
213,master,it,2,1,2,0
214,master,it,3,1,3,1
215,bachelor,it,1,1,1,0
216,other,other,1,1,1,0
217,bachelor,it,2,1,2,0
218,bachelor,it,3,1,3,1
219,master,it,2,1,2,0
220,bachelor,it,2,1,2,0
221,other,it,2,1,2,0
222,bachelor,it,2,1,2,0
223,master,it,2,1,2,0
224,other,it,4,1,2,0
225,other,it,1,1,1,0
226,bachelor,it,2,1,2,0
227,bachelor,it,1,1,1,0
228,bachelor,it,1,1,1,0
229,bachelor,it,1,1,1,0
230,master,it,3,1,2,0
231,bachelor,it,2,1,2,1
232,bachelor,it,1,1,1,0
233,other,it,1,1,1,0
234,other,other,1,1,1,0
235,bachelor,it,2,1,2,0
236,bachelor,other,2,1,2,0
237,other,it,1,1,1,0
238,bachelor,it,1,1,1,0
239,master,it,2,1,2,0
240,bachelor,it,2,1,2,0
241,bachelor,other,3,1,3,0
242,bachelor,other,2,1,2,0
243,master,other,7,1,6,0
244,master,other,2,1,2,0
245,bachelor,it,1,1,1,0
246,bachelor,it,1,1,1,0
247,bachelor,it,1,1,1,0
248,bachelor,it,2,1,2,0
249,bachelor,it,2,1,2,0
250,bachelor,it,1,1,1,0
251,master,other,2,1,2,0
252,other,other,1,1,1,0
253,other,it,1,1,1,0
254,bachelor,it,1,1,1,0
255,bachelor,it,2,1,2,0
256,bachelor,it,3,1,3,0
257,bachelor,it,1,1,1,0
258,bachelor,it,2,1,1,0
259,other,it,1,1,1,0
260,other,it,1,1,1,0
261,bachelor,it,1,1,1,0
262,bachelor,it,1,1,1,0
263,other,it,2,1,2,0
264,bachelor,it,1,1,1,0
265,other,it,1,1,1,0
266,other,it,1,1,1,0
267,other,it,1,1,1,0
268,master,it,2,1,1,0
269,other,it,2,1,2,0
270,master,it,4,1,3,0
271,other,other,2,1,2,0
272,bachelor,it,1,1,1,0
273,bachelor,it,1,1,1,0
274,bachelor,it,1,1,1,0
275,other,other,1,1,1,0
276,other,it,1,1,1,0
277,bachelor,it,1,1,1,0
278,bachelor,it,1,1,1,0
279,bachelor,other,3,1,3,0
280,bachelor,it,1,1,1,0
281,bachelor,it,1,1,1,0
282,bachelor,it,3,1,2,0
283,bachelor,it,2,1,2,0
284,bachelor,it,1,1,1,0
285,bachelor,it,1,1,1,0
286,bachelor,it,1,1,1,0
287,other,it,1,1,1,0
288,master,other,2,1,2,0
289,bachelor,it,2,1,2,0
290,bachelor,it,3,1,3,0
291,bachelor,it,1,1,1,0
292,bachelor,it,2,1,2,0
293,other,it,1,1,1,1
294,bachelor,it,2,1,2,0
295,bachelor,it,1,1,1,0
296,other,it,1,1,1,1
297,bachelor,it,1,1,1,0
298,bachelor,it,1,1,1,0
299,other,it,2,1,2,0
300,master,it,4,1,3,0
301,bachelor,it,3,1,3,1
302,bachelor,it,2,1,2,0
303,bachelor,it,2,1,2,0
304,bachelor,it,1,1,1,0
305,bachelor,it,1,1,1,0
306,bachelor,it,1,1,1,0
307,bachelor,it,2,1,2,0
308,bachelor,it,3,1,3,0
309,bachelor,it,1,1,1,0
310,other,it,2,1,2,0
311,bachelor,it,1,1,1,0
312,bachelor,it,2,1,2,0
313,other,it,2,1,1,0
314,other,it,1,1,1,0
315,bachelor,it,2,1,2,0
316,other,other,1,1,1,1
317,other,it,1,1,1,0
318,master,business,4,1,4,0
319,bachelor,it,2,1,2,0
320,bachelor,it,2,1,2,0
321,bachelor,it,1,1,1,0
322,bachelor,it,2,1,2,0
323,bachelor,it,1,1,1,0
324,other,it,1,1,1,0
325,bachelor,it,2,1,1,0
326,other,it,1,1,1,0
327,bachelor,it,2,1,2,0
328,bachelor,it,1,1,1,0
329,bachelor,it,1,1,1,0
330,other,it,1,1,1,0
331,bachelor,it,1,1,1,0
332,bachelor,it,1,1,1,0
333,bachelor,other,2,1,1,0
334,bachelor,it,1,1,1,0
335,other,it,1,1,1,0
336,bachelor,it,1,1,1,0
337,other,it,1,1,1,0
338,bachelor,it,1,1,1,0
339,master,it,2,1,1,0
340,bachelor,it,3,1,3,0
341,bachelor,it,2,1,2,0
342,other,it,1,1,1,0
343,bachelor,it,3,1,3,0
344,bachelor,it,1,1,1,0
345,other,it,1,1,1,0
346,other,it,2,1,2,0
347,bachelor,it,1,1,1,0
348,bachelor,it,1,1,1,0
349,bachelor,it,1,1,1,0
350,bachelor,it,2,1,2,0
351,other,it,1,1,1,0
352,master,it,2,1,1,1
353,bachelor,it,1,1,1,0
354,bachelor,it,3,1,3,0
355,bachelor,it,1,1,1,0
356,bachelor,it,3,1,3,0
357,bachelor,it,1,1,1,0
358,master,it,2,1,1,0
359,bachelor,it,2,1,2,1
360,bachelor,it,1,1,1,0
361,bachelor,it,2,1,2,0
362,bachelor,it,1,1,1,0
363,other,it,2,1,2,0
364,bachelor,it,2,1,2,0
365,bachelor,it,1,1,1,0
366,bachelor,it,1,1,1,0
367,other,other,2,1,2,0
368,bachelor,it,1,1,1,0
369,bachelor,it,1,1,1,0
370,bachelor,it,9,1,3,1
371,other,it,1,1,1,0
372,bachelor,it,2,1,2,1
373,bachelor,it,2,1,2,0
374,bachelor,it,1,1,1,0
375,bachelor,it,1,1,1,0
376,bachelor,it,2,1,2,0
377,bachelor,it,1,1,1,0
378,master,it,3,1,3,0
379,other,it,2,1,2,1
380,bachelor,it,2,1,2,0
381,other,it,1,1,1,0
382,bachelor,it,1,1,1,0
383,bachelor,it,1,1,1,1
384,bachelor,it,1,1,1,0
385,bachelor,it,1,1,1,0
386,bachelor,it,1,1,1,0
387,master,it,2,1,2,0
388,bachelor,it,3,1,3,1
389,bachelor,it,1,1,1,0
390,other,other,2,1,2,0
391,bachelor,it,1,1,1,0
392,bachelor,it,2,1,2,0
393,bachelor,it,1,1,1,0
394,master,it,2,1,2,0
395,bachelor,it,2,1,2,0
396,bachelor,it,1,1,1,0
397,other,it,2,1,2,0
398,bachelor,it,2,1,2,0
399,master,it,2,1,1,0
400,bachelor,it,1,1,1,0
401,other,it,1,1,1,0
402,bachelor,it,1,1,1,0
403,bachelor,it,1,1,1,0
404,bachelor,it,1,1,1,0
405,other,it,1,1,1,0
406,bachelor,it,1,1,1,0
407,bachelor,it,1,1,1,0
408,master,other,2,1,2,0
409,bachelor,other,5,1,5,0
410,master,it,2,1,2,0
411,bachelor,it,1,1,1,0
412,bachelor,it,1,1,1,0
413,bachelor,it,1,1,1,0
414,bachelor,it,1,1,1,0
415,bachelor,it,1,1,1,0
416,bachelor,it,1,1,1,0
417,bachelor,it,1,1,1,0
418,master,it,3,1,2,0
419,bachelor,it,1,1,1,0
420,bachelor,it,1,1,1,0
421,bachelor,it,1,1,1,0
422,other,it,2,1,2,0
423,bachelor,it,1,1,1,0
424,bachelor,it,1,1,1,0
425,master,it,4,1,3,1
426,bachelor,it,2,1,2,0
427,master,it,2,1,2,0
428,bachelor,it,1,1,1,0
429,bachelor,it,1,1,1,0
430,other,it,1,1,1,0
431,bachelor,it,1,1,1,0
432,other,it,1,1,1,0
433,bachelor,other,5,1,5,0
434,bachelor,it,2,1,2,0
435,other,it,1,1,1,0
436,bachelor,it,3,1,3,0
437,bachelor,it,2,1,2,0
438,bachelor,it,1,1,1,0
439,bachelor,it,1,1,1,0
440,bachelor,it,3,1,3,0
441,other,it,3,1,3,0
442,other,it,1,1,1,0
443,master,other,2,1,2,0
444,master,it,2,1,2,0
445,bachelor,it,1,1,1,0
446,bachelor,it,1,1,1,0
447,bachelor,it,1,1,1,0
448,master,business,3,1,3,0
449,master,it,3,1,2,0
450,other,other,1,1,1,0
451,bachelor,it,2,1,2,0
452,bachelor,it,1,1,1,0
453,bachelor,it,2,1,2,1
454,bachelor,it,4,0,3,0
455,other,it,1,1,1,0
456,master,it,3,1,2,0
457,bachelor,it,1,1,1,0
458,bachelor,it,1,1,1,0
459,master,it,2,1,1,0
460,master,it,3,1,2,0
461,master,it,4,1,3,0
462,master,it,2,1,2,0
463,master,it,3,1,2,0
464,bachelor,it,2,1,2,0
465,master,other,4,0,4,1
466,bachelor,it,1,1,1,0
467,other,other,2,1,2,0
468,bachelor,other,5,1,5,0
469,other,it,2,1,2,0
470,bachelor,it,2,1,2,0
471,bachelor,it,1,1,1,0
472,bachelor,it,1,1,1,0
473,other,it,1,1,1,0
474,master,business,4,1,4,0
475,other,it,2,1,2,0
476,master,it,4,1,3,0
477,master,it,3,1,2,0
478,master,it,3,1,2,0
479,other,business,1,1,1,0
480,other,other,2,1,2,0
481,master,other,2,1,2,0
482,other,other,2,1,2,0
483,bachelor,it,4,0,3,0
484,master,it,3,1,2,0
485,bachelor,it,2,1,2,1
486,bachelor,it,3,1,3,0
487,master,it,4,1,3,0
488,bachelor,it,1,1,1,0
489,bachelor,it,1,1,1,0
490,master,it,5,0,3,0
491,bachelor,it,1,1,1,0
492,master,it,2,1,2,0
493,other,other,1,1,1,0
494,bachelor,it,2,1,2,0
495,bachelor,it,1,1,1,0
496,other,other,2,1,1,0
497,master,it,2,1,1,0
498,other,it,1,1,1,0
499,other,it,1,1,1,0
500,other,it,1,1,1,0
501,master,other,2,1,2,0
502,master,it,2,1,2,0
503,other,it,3,1,3,0
504,other,other,1,1,1,0
505,other,it,1,1,1,0
506,bachelor,it,1,1,1,0
507,bachelor,it,1,1,1,0
508,bachelor,it,1,1,1,0
509,bachelor,it,1,1,1,0
510,other,it,2,1,2,0
511,bachelor,it,1,1,1,0
512,other,other,2,0,2,0
513,bachelor,it,1,1,1,0
514,bachelor,it,2,1,1,0
515,bachelor,it,2,1,2,0
516,bachelor,it,1,1,1,0
517,other,it,9,1,3,0
518,bachelor,it,2,1,2,0
519,master,it,3,1,3,0
520,bachelor,it,1,1,1,0
521,master,it,3,1,3,0
522,bachelor,it,2,1,2,0
523,bachelor,it,3,1,3,0
524,other,it,1,1,1,0
525,bachelor,it,2,1,2,0
526,bachelor,it,3,1,3,0
527,bachelor,it,2,1,2,0
528,bachelor,it,1,1,1,0
529,bachelor,it,1,1,1,0
530,other,it,2,1,2,0
531,bachelor,it,1,1,1,0
532,other,it,1,1,1,0
533,master,it,2,1,2,0
534,bachelor,it,1,1,1,0
535,bachelor,it,1,1,1,0
536,other,other,1,1,1,0
537,other,it,2,1,2,0
538,other,it,1,1,1,0
539,bachelor,it,1,1,1,0
540,master,other,5,1,5,0
541,bachelor,it,1,1,1,0
542,bachelor,it,5,1,5,0
543,bachelor,it,2,1,2,0
544,bachelor,it,1,1,1,0
545,bachelor,it,1,1,1,0
546,bachelor,it,1,1,1,0
547,other,it,2,1,2,0
548,bachelor,it,2,1,2,0
549,bachelor,it,2,1,2,0
550,master,other,2,1,2,0
551,bachelor,it,1,1,1,0
552,other,other,2,1,2,0
553,bachelor,it,6,1,3,0
554,other,it,2,1,2,0
555,bachelor,it,1,1,1,0
556,bachelor,it,2,1,2,0
557,bachelor,it,4,1,4,0
558,other,it,2,1,2,0
559,bachelor,it,1,1,1,0
560,bachelor,it,1,1,1,0
561,master,it,2,1,2,0
562,bachelor,it,2,1,2,0
563,bachelor,it,2,1,2,0
564,master,it,5,0,3,0
565,other,it,1,1,1,0
566,other,it,1,1,1,0
567,bachelor,it,1,1,1,0
568,other,other,1,1,1,0
569,bachelor,other,2,1,2,0
570,bachelor,it,1,1,1,0
571,other,it,1,1,1,0
572,other,it,1,1,1,0
573,bachelor,it,2,1,2,0
574,other,it,2,1,2,0
575,other,it,1,1,1,0
576,bachelor,it,1,1,1,0
577,bachelor,it,1,1,1,0
578,bachelor,it,1,1,1,1
579,bachelor,it,1,1,1,0
580,master,it,2,1,2,0
581,bachelor,it,1,1,1,0
582,bachelor,it,2,1,2,0
583,other,it,1,1,1,0
584,bachelor,it,1,1,1,0
585,other,it,1,1,1,0
586,bachelor,it,1,1,1,0
587,bachelor,it,2,1,2,0
588,bachelor,other,2,1,2,0
589,bachelor,it,1,1,1,0
590,master,it,2,1,2,0
591,other,it,2,1,2,0
592,bachelor,other,5,1,3,0
593,bachelor,it,1,1,1,0
594,bachelor,it,1,1,1,0
595,other,other,1,1,1,0
596,bachelor,it,1,1,1,0
597,master,it,3,1,2,0
598,bachelor,it,1,1,1,0
599,other,it,1,1,1,0
600,bachelor,it,3,1,3,0
601,bachelor,it,1,1,1,0
602,bachelor,it,2,1,2,0
603,bachelor,it,1,1,1,0
604,bachelor,it,2,1,2,0
605,bachelor,it,1,1,1,0
606,bachelor,it,1,1,1,0
607,bachelor,it,1,1,1,0
608,other,it,1,1,1,0
609,bachelor,it,1,1,1,0
610,other,it,1,1,1,0
611,bachelor,it,1,1,1,0
612,other,other,2,1,1,0
613,bachelor,it,1,1,1,0
614,bachelor,it,1,1,1,0
615,bachelor,it,1,1,1,0
616,master,it,3,1,1,0
617,bachelor,it,1,1,1,0
618,master,it,2,1,2,0
619,bachelor,it,1,1,1,0
620,bachelor,it,1,1,1,0
621,bachelor,it,1,1,1,0
622,bachelor,it,1,1,1,0
623,master,it,2,1,2,1
624,other,it,1,1,1,0
625,bachelor,it,2,1,1,0
626,bachelor,it,1,1,1,0
627,bachelor,it,1,1,1,0
628,bachelor,it,2,1,2,0
629,other,it,2,1,2,0
630,bachelor,it,1,1,1,0
631,bachelor,it,2,1,2,0
632,other,it,2,1,2,0
633,bachelor,it,1,1,1,0
634,bachelor,it,1,1,1,1
635,bachelor,it,1,1,1,0
636,other,other,1,1,1,0
637,other,it,3,1,3,0
638,bachelor,it,2,1,2,0
639,bachelor,it,1,1,1,0
640,bachelor,it,1,1,1,0
641,bachelor,it,1,1,1,0
642,other,it,1,1,1,0
643,bachelor,it,2,1,2,0
644,bachelor,it,1,1,1,0
645,master,it,1,1,1,0
646,other,other,1,1,1,0
647,bachelor,it,2,1,2,0
648,other,business,2,1,2,0
649,bachelor,it,2,1,2,1
650,other,it,1,1,1,0
651,bachelor,it,1,1,1,0
652,master,it,2,1,2,0
653,master,it,2,1,1,1
654,master,it,3,1,3,0
655,bachelor,it,2,1,2,1
656,bachelor,it,1,1,1,0
657,master,it,3,1,2,0
658,master,it,6,1,2,0
659,master,it,3,1,2,0
660,bachelor,it,1,1,1,0
661,other,other,1,1,1,0
662,master,business,3,1,2,0
663,bachelor,it,2,1,2,0
664,master,it,4,1,4,1
665,master,other,3,1,3,0
666,other,other,2,1,2,0
667,master,it,2,1,2,0
668,bachelor,it,1,1,1,0
669,other,business,3,1,3,0
670,bachelor,it,1,1,1,0
671,other,it,2,1,2,0
672,other,it,1,1,1,0
673,bachelor,it,1,1,1,0
674,master,it,3,1,3,0
675,bachelor,it,1,1,1,0
676,master,business,3,1,3,0
677,bachelor,it,1,1,1,0
678,other,it,1,1,1,0
679,other,it,1,1,1,0
680,master,it,2,1,2,0
681,bachelor,it,1,1,1,0
682,master,it,6,1,2,0
683,master,it,3,1,2,0
684,other,other,1,1,1,0
685,bachelor,it,2,1,2,1
686,other,it,1,1,1,0
687,other,it,2,1,2,0
688,bachelor,it,4,1,2,1
689,other,other,2,1,2,0
690,bachelor,it,1,1,1,0
691,bachelor,it,4,1,4,0
692,master,it,3,1,2,0
693,other,other,2,1,2,0
694,other,other,2,1,2,0
695,bachelor,it,2,1,2,1
696,master,it,3,1,2,0
697,bachelor,it,1,1,1,0
698,bachelor,it,1,1,1,0
699,other,it,1,1,1,0
700,other,other,2,1,2,0
701,master,it,3,1,3,0
702,bachelor,it,2,1,2,0
703,other,other,2,0,2,0
704,bachelor,it,3,1,3,1
705,bachelor,it,1,1,1,0
706,bachelor,it,3,1,2,0
707,bachelor,it,1,1,1,0
708,bachelor,it,1,1,1,0
709,other,it,2,1,2,0
710,bachelor,it,1,1,1,0
711,bachelor,it,2,1,2,0
712,bachelor,it,1,1,1,0
713,bachelor,it,1,1,1,0
714,master,it,2,1,1,0
715,bachelor,it,2,1,2,0
716,bachelor,it,2,1,2,0
717,bachelor,it,1,1,1,0
718,other,it,1,1,1,0
719,bachelor,it,1,1,1,0
720,bachelor,it,1,1,1,0
721,master,it,3,1,3,0
722,other,it,1,1,1,0
723,bachelor,it,1,1,1,0
724,master,it,2,1,2,0
725,master,it,2,1,1,0
726,bachelor,it,2,1,2,1
727,master,other,2,1,2,0
728,bachelor,it,4,1,4,0
729,bachelor,business,6,1,6,1
730,other,it,1,1,1,0
731,master,it,3,1,3,0
732,bachelor,it,1,1,1,0
733,other,other,4,1,4,1
734,other,it,2,0,2,0
735,other,it,1,1,1,0
736,bachelor,business,3,1,2,1
737,other,it,1,1,1,0
738,bachelor,it,2,1,2,0
739,other,other,2,0,2,0
740,bachelor,it,1,1,1,0
741,other,it,2,1,2,0
742,bachelor,it,1,1,1,0
743,bachelor,it,2,1,2,0
744,bachelor,it,2,1,2,0
745,other,other,3,1,2,0
746,bachelor,it,1,1,1,0
747,other,it,1,1,1,0
748,master,it,2,0,2,0
749,bachelor,it,1,1,1,0
750,other,it,2,1,2,0
751,bachelor,it,1,1,1,0
752,bachelor,it,1,1,1,0
753,bachelor,it,1,1,1,0
754,bachelor,it,3,1,3,0
755,other,other,1,1,1,0
756,bachelor,it,1,1,1,0
757,bachelor,it,4,1,2,1
758,bachelor,it,1,1,1,0
759,other,it,1,1,1,0
760,master,other,2,1,2,0
761,bachelor,it,3,1,3,0
762,other,it,1,1,1,0
763,other,it,1,1,1,0
764,bachelor,it,1,1,1,0
765,bachelor,it,1,1,1,1
766,other,it,1,1,1,0
767,bachelor,it,2,1,2,0
768,bachelor,it,2,1,2,0
769,bachelor,it,1,1,1,0
770,master,it,2,1,1,0
771,bachelor,it,1,1,1,1
772,other,it,1,1,1,0
773,other,it,1,1,1,0
774,master,it,2,1,1,0
775,other,other,1,1,1,0
776,bachelor,it,1,1,1,0
777,bachelor,it,1,1,1,0
778,other,it,2,1,2,0
779,bachelor,it,1,1,1,0
780,other,other,1,1,1,0
781,bachelor,it,2,1,2,0
782,master,it,3,1,3,0
783,bachelor,other,5,1,5,0
784,other,it,1,1,1,0
785,master,it,3,1,3,0
786,master,it,2,1,2,0
787,bachelor,it,1,1,1,0
788,bachelor,it,1,1,1,0
789,bachelor,it,1,1,1,0
790,bachelor,it,1,1,1,0
791,master,it,3,1,2,0
792,master,it,2,1,1,0
793,other,other,2,1,2,0
794,bachelor,it,1,1,1,0
795,bachelor,it,1,1,1,0
796,other,it,1,1,1,0
797,other,other,2,1,2,0
798,other,it,3,1,3,0
799,other,other,2,0,2,0
800,master,it,3,1,2,0
801,other,other,1,1,1,0
802,other,it,2,1,2,0
803,master,it,2,1,2,0
804,bachelor,it,1,1,1,0
805,master,it,6,1,5,1
806,bachelor,it,2,1,2,0
807,master,business,2,1,2,0
808,other,other,1,1,1,0
809,bachelor,it,1,1,1,0
810,master,other,2,1,2,0
811,master,it,2,0,2,0
812,other,it,2,1,2,0
813,bachelor,it,1,1,1,0
814,bachelor,it,2,1,1,0
815,bachelor,it,1,1,1,0
816,master,business,3,1,3,0
817,bachelor,other,5,1,5,0
818,master,it,3,1,3,0
819,other,other,2,1,2,0
820,other,other,1,1,1,0
821,master,it,3,1,2,0
822,bachelor,it,1,1,1,0
823,bachelor,it,1,1,1,0
824,bachelor,business,2,1,2,0
825,bachelor,other,5,1,5,0
826,bachelor,it,1,1,1,0
827,bachelor,it,1,1,1,0
828,master,it,3,1,3,0
829,master,it,3,1,3,0
830,master,it,3,1,2,0
831,bachelor,it,1,1,1,0
832,other,business,1,1,1,0
833,master,it,3,1,2,0
834,bachelor,it,1,1,1,0
835,other,it,1,1,1,0
836,master,business,3,1,3,0
837,master,it,2,1,2,0
838,bachelor,it,2,0,2,0
839,bachelor,it,1,1,1,0
840,other,it,1,1,1,0
841,bachelor,it,1,1,1,0
842,bachelor,business,2,1,1,0
843,bachelor,it,1,1,1,0
844,bachelor,it,1,1,1,0
845,bachelor,it,1,1,1,0
846,bachelor,it,1,1,1,0
847,bachelor,it,2,1,2,0
848,bachelor,it,1,1,1,0
849,master,it,3,1,3,0
850,bachelor,it,1,1,1,0
851,master,it,2,1,2,0
852,bachelor,it,1,1,1,0
853,bachelor,it,1,1,1,0
854,bachelor,business,1,1,1,0
855,bachelor,it,1,1,1,0
856,other,it,1,1,1,0
857,bachelor,it,1,1,1,0
858,master,it,5,1,3,0
859,other,it,2,1,1,0
860,bachelor,it,2,1,2,0
861,other,it,1,1,1,0
862,bachelor,it,2,1,2,0
863,bachelor,it,1,1,1,1
864,bachelor,it,3,1,3,0
865,bachelor,it,1,1,1,0
866,bachelor,it,3,1,3,0
867,bachelor,it,1,1,1,0
868,other,other,1,1,1,0
869,master,other,3,1,3,0
870,other,it,2,1,2,0
871,other,it,2,1,2,0
872,master,other,2,1,1,0
873,other,it,1,1,1,0
874,bachelor,it,3,1,3,0
875,master,other,2,1,2,0
876,bachelor,it,2,1,2,0
877,bachelor,it,1,1,1,1
878,other,it,3,0,3,0
879,bachelor,it,1,1,1,0
880,master,it,2,1,2,1
881,bachelor,it,1,1,1,0
882,master,it,2,1,2,0
