user_id,location,moved_after_2019,companies_worked,country,max_duration,Business,Design,IT,Other,N_Skills,English,German,Turkish,French,Spanish,Chinese,NLanguages,start_date_edu,end_date_edu,degree_edu,field_edu
19181,Turkey,0,3,TR,1826,0,1,8,10,19,3,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
53471,Turkey,0,3,Unsure,1158,1,0,1,12,14,3,1,0,0,0,0,1,2100-01-01,2100-01-01,1,Other
24714,Turkey,0,1,Unsure,365,1,0,8,25,34,3,0,0,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
40250,Turkey,0,1,TR,610,11,0,0,16,27,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
3022,Turkey,0,1,Unsure,944,0,0,2,11,13,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
13252,Turkey,1,2,Unsure,3897,0,0,4,11,15,2,0,0,0,0,0,3,2100-01-01,2100-01-01,3,Other
26426,Turkey,0,2,TR,2496,0,0,4,19,23,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
47569,Turkey,0,1,Unsure,2038,0,0,7,18,25,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
5497,Turkey,0,1,TR,2313,0,1,5,16,22,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
49108,Turkey,0,1,TR,701,0,0,6,15,21,4,0,5,0,0,0,1,2100-01-01,2100-01-01,3,Engineering
52056,Turkey,0,2,TR,1096,1,0,3,23,27,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
33112,Turkey,1,2,Unsure,1948,0,0,0,18,18,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
1042,Turkey,0,2,Unsure,0,0,0,11,21,32,2,1,5,0,0,0,4,2100-01-01,2100-01-01,2,Other
1010,Turkey,0,2,Unsure,0,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
816,Turkey,0,1,TR,1005,0,0,4,11,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
61554,Turkey,1,1,Unsure,487,0,0,3,3,6,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
53575,Turkey,0,4,TR,1765,0,0,8,26,34,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
20335,Turkey,1,3,Unsure,1400,0,0,7,10,17,3,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
36226,Turkey,0,2,TR,1004,0,0,16,25,41,3,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
29022,Turkey,1,2,TR,669,0,1,2,1,4,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
35869,Turkey,0,4,TR,4991,1,0,4,13,18,3,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
44413,Turkey,0,1,Unsure,3167,0,0,2,13,15,2,0,0,0,0,0,2,2100-01-01,2100-01-01,3,Science
38595,Turkey,1,5,Unsure,2953,1,0,4,11,16,3,0,5,0,1,0,2,2100-01-01,2100-01-01,1,Other
36264,Turkey,0,8,TR,4504,0,0,16,34,50,3,1,0,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
45129,Turkey,0,2,Unsure,1826,0,0,0,5,5,5,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
3089,Turkey,0,2,Unsure,0,0,0,2,6,8,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
54517,Turkey,0,4,Unsure,3590,0,0,7,14,21,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Other
3802,Turkey,1,3,Unsure,1735,0,0,11,16,27,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
37110,Turkey,1,6,TR,2010,0,0,2,10,12,3,1,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
40179,Turkey,1,2,TR,1126,0,0,10,20,30,3,0,4,0,0,0,2,2018-10-01,2021-04-01,4,Other
22416,Turkey,0,2,TR,457,0,0,13,18,31,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
54050,Turkey,0,2,TR,1765,0,1,5,14,20,3,0,5,0,0,0,1,2100-01-01,2100-01-01,3,Engineering
33516,Turkey,0,1,TR,487,0,0,2,4,6,3,0,5,0,0,0,2,2021-10-01,2100-01-01,2,Other
65970,Turkey,1,3,Unsure,2038,0,1,7,16,24,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
2631,Turkey,0,1,Unsure,4110,0,0,10,40,50,4,0,0,0,0,0,4,2100-01-01,2100-01-01,3,Other
41679,Turkey,0,5,Unsure,7031,1,0,7,39,47,2,0,0,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
53743,Turkey,0,4,Unsure,1249,1,0,5,13,19,2,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
64924,Turkey,0,5,TR,1765,7,2,1,40,50,4,0,5,0,3,0,1,2100-01-01,2100-01-01,3,Engineering
26940,Turkey,0,2,TR,1095,0,0,4,14,18,4,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
31384,Turkey,1,3,TR,5174,0,3,5,40,48,4,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
38163,Turkey,1,3,TR,1249,0,0,6,38,44,4,1,0,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
49896,Turkey,0,2,TR,365,0,0,2,16,18,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
62254,Turkey,0,3,Unsure,3713,0,2,1,31,34,3,2,5,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
42287,Turkey,1,2,TR,7915,1,1,11,11,24,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
8980,Turkey,0,3,Unsure,2374,0,0,13,11,24,3,0,5,0,0,0,3,2100-01-01,2100-01-01,3,Other
4878,Turkey,1,6,Unsure,3560,2,14,4,30,50,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
38321,Turkey,0,3,TR,1522,0,0,5,12,17,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
7600,Turkey,0,2,TR,730,0,0,12,28,40,5,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Other
47186,Turkey,0,2,Unsure,2677,1,0,1,2,4,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
22923,Turkey,0,3,TR,2587,5,0,12,23,40,4,1,5,1,0,2,2,2100-01-01,2100-01-01,3,Engineering
58141,Turkey,0,4,TR,6056,0,0,2,47,49,2,0,0,0,0,0,1,2100-01-01,2100-01-01,1,Engineering
11374,Turkey,0,4,Unsure,730,0,0,5,8,13,2,0,2,0,0,0,3,2100-01-01,2100-01-01,2,Other
18808,Turkey,0,4,Unsure,2314,0,1,10,35,46,4,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Science
2210,Turkey,0,3,Unsure,1065,0,0,7,9,16,2,0,0,0,0,0,4,2100-01-01,2100-01-01,1,Engineering
54543,Turkey,0,4,Unsure,1613,0,0,3,3,6,2,0,5,0,0,0,2,2009-09-01,2021-08-01,3,Engineering
61940,Turkey,0,2,TR,1978,0,0,3,9,12,3,0,5,5,0,0,1,2021-08-01,2100-01-01,2,Science
42454,Turkey,0,1,Unsure,2132,0,0,3,8,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
60036,Turkey,1,5,TR,3014,0,1,9,21,31,4,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
55729,Turkey,0,1,Unsure,1096,0,0,1,10,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
60012,Turkey,1,4,Unsure,2709,0,0,7,14,21,4,0,3,0,0,0,1,2100-01-01,2100-01-01,2,Other
20220,Turkey,0,2,TR,213,0,0,4,14,18,2,0,0,0,0,0,2,2100-01-01,2100-01-01,1,Other
45630,Turkey,0,2,TR,1979,4,1,3,25,33,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
28963,Turkey,1,7,TR,1734,0,1,6,28,35,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
12898,Turkey,0,1,TR,184,0,0,7,11,18,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
16369,Turkey,1,4,Unsure,1461,0,0,13,32,45,3,0,4,0,0,0,3,2100-01-01,2100-01-01,2,Engineering
56579,Turkey,1,6,TR,973,1,0,0,7,8,3,0,5,1,0,0,1,2100-01-01,2100-01-01,2,Other
48144,Turkey,1,4,TR,700,0,0,2,9,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
23221,Turkey,1,6,TR,1369,0,0,11,23,34,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
42422,Turkey,1,4,Unsure,2769,0,0,0,8,8,3,0,0,0,1,0,2,2100-01-01,2100-01-01,3,Engineering
51198,Turkey,0,2,Unsure,0,0,1,4,45,50,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
15669,Turkey,0,3,TR,1004,0,0,10,28,38,3,0,5,0,0,0,3,2100-01-01,2100-01-01,1,Other
42586,Turkey,0,2,Unsure,0,0,0,5,6,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
10811,Turkey,0,1,TR,61,0,0,5,11,16,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
51351,Turkey,0,2,Unsure,0,0,0,4,2,6,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
35810,Turkey,0,2,Unsure,92,0,0,2,9,11,2,0,2,0,0,0,2,2100-01-01,2100-01-01,1,Other
59756,Turkey,1,2,Unsure,2160,0,0,20,29,49,4,0,0,0,0,0,1,2100-01-01,2021-06-01,2,Other
29727,Turkey,0,4,Unsure,1126,0,0,2,15,17,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
40144,Turkey,0,4,TR,1280,0,0,2,11,13,4,0,5,0,0,0,2,2100-01-01,2100-01-01,4,Other
43209,Turkey,1,2,TR,2465,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
44793,Turkey,1,3,TR,3349,0,0,12,38,50,2,0,0,0,0,0,2,2100-01-01,2100-01-01,1,Other
46250,Turkey,0,2,Unsure,0,0,3,11,17,31,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
17842,Turkey,0,3,Unsure,2618,0,2,0,23,25,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
36700,Turkey,0,4,Unsure,2376,0,0,12,18,30,4,1,0,0,0,0,2,2100-01-01,2100-01-01,3,Other
62191,Turkey,0,2,Unsure,639,0,2,2,31,35,2,2,2,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
30675,Turkey,0,1,Unsure,4626,0,1,3,14,18,2,0,5,0,0,0,2,1995-09-01,1999-06-01,1,Science
27219,Turkey,1,5,TR,1612,0,0,1,8,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
57036,Turkey,0,1,Unsure,1249,0,0,1,1,2,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
35195,Turkey,0,4,Unsure,5356,1,1,14,27,43,2,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
31998,Turkey,0,2,Unsure,0,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
55808,Turkey,1,2,Unsure,274,0,0,5,5,10,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
33248,Turkey,1,4,TR,2587,0,0,0,19,19,1,0,0,0,0,0,2,2021-10-01,2023-06-01,1,Other
9439,Turkey,0,3,TR,1034,1,1,12,36,50,4,0,4,0,0,0,3,2100-01-01,2100-01-01,2,Other
62492,Turkey,0,3,Unsure,365,0,1,15,23,39,2,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
40951,Turkey,1,3,TR,2891,0,0,9,19,28,4,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
21426,Turkey,0,4,TR,2649,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
62946,Turkey,0,2,Unsure,0,1,0,1,3,5,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Business
45421,Turkey,0,1,Unsure,3287,0,0,3,6,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
58584,Turkey,0,2,Unsure,549,0,1,6,18,25,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Other
49158,Turkey,0,1,TR,3683,1,5,6,22,34,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Other
28905,Turkey,0,3,Unsure,305,0,0,5,5,10,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
25268,Turkey,0,3,Unsure,2557,0,0,8,11,19,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
50375,Turkey,0,2,Unsure,1765,0,0,5,11,16,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
11961,Turkey,0,2,Unsure,0,0,0,2,5,7,2,0,5,0,0,0,2,2018-01-01,2021-07-01,2,Other
37769,Turkey,0,3,Unsure,485,0,0,1,5,6,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
1953,Turkey,0,1,TR,214,0,0,1,10,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
4310,Turkey,1,2,Unsure,304,0,0,5,9,14,3,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Other
55302,Turkey,1,4,Unsure,2556,0,0,0,8,8,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
43349,Turkey,1,2,TR,2342,0,0,5,8,13,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
7212,Turkey,0,8,Unsure,7213,1,0,2,13,16,2,2,0,0,0,0,3,2100-01-01,2100-01-01,3,Science
25788,Turkey,1,2,Unsure,1095,0,0,7,34,41,3,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
6727,Turkey,0,1,TR,1249,0,3,13,30,46,5,1,5,0,0,0,3,2100-01-01,2100-01-01,2,Other
922,Turkey,0,1,Unsure,487,0,0,6,9,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
13001,Turkey,0,4,Unsure,1280,0,0,9,12,21,2,0,0,0,0,0,3,2100-01-01,2100-01-01,1,Engineering
3217,Turkey,0,1,Unsure,1036,0,2,5,12,19,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
657,Turkey,1,11,Unsure,4657,0,2,6,32,40,2,2,0,0,0,0,5,2021-09-01,2100-01-01,3,Other
28410,Turkey,0,3,Unsure,2406,0,0,2,13,15,3,2,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
46382,Turkey,0,1,Unsure,31,0,0,0,22,22,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
59770,Turkey,1,4,Unsure,1064,0,0,10,24,34,4,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
6137,Turkey,0,1,Unsure,2010,0,0,4,14,18,2,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Engineering
4241,Turkey,1,2,Unsure,1340,0,0,5,10,15,2,0,5,0,0,0,3,2100-01-01,2100-01-01,1,Other
48511,Turkey,0,2,TR,487,1,0,10,25,36,4,3,5,0,0,0,1,2100-01-01,2100-01-01,3,Other
17021,Turkey,0,1,TR,1614,1,0,11,9,21,3,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
31078,Turkey,1,3,TR,1217,0,1,9,40,50,4,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
56713,Turkey,0,2,Unsure,0,0,0,5,15,20,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
21472,Turkey,0,4,TR,730,0,0,10,10,20,3,1,0,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
18806,Turkey,0,1,Unsure,3228,0,1,2,17,20,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
48227,Turkey,0,4,TR,761,0,0,4,7,11,3,1,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
2553,Turkey,0,2,Unsure,3317,0,1,2,14,17,2,0,0,0,0,0,4,2100-01-01,2100-01-01,1,Engineering
29114,Turkey,0,2,Unsure,2922,2,1,6,18,27,4,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
20624,Turkey,0,2,TR,181,0,0,8,21,29,4,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
60979,Turkey,0,3,Unsure,2252,0,2,3,15,20,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
10041,Turkey,0,2,Unsure,0,0,0,1,6,7,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
64044,Turkey,0,1,TR,883,0,2,11,26,39,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
12594,Turkey,0,1,Unsure,4383,0,0,3,7,10,3,0,5,0,0,0,3,2100-01-01,2100-01-01,1,Other
34954,Turkey,1,5,Unsure,1614,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
4702,Turkey,0,2,Unsure,2406,0,1,5,13,19,3,1,0,0,0,0,3,2100-01-01,2100-01-01,2,Business
58465,Turkey,1,3,Unsure,700,0,0,6,15,21,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
28051,Turkey,0,1,Unsure,396,0,1,5,4,10,2,0,0,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
34199,Turkey,0,4,Unsure,1795,0,0,20,30,50,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Other
50111,Turkey,0,2,Unsure,0,0,0,2,0,2,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
29764,Turkey,0,3,Unsure,975,0,0,9,39,48,3,0,0,1,0,0,2,2100-01-01,2100-01-01,1,Other
44396,Turkey,1,6,TR,2372,0,0,14,36,50,2,0,0,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
56334,Turkey,0,1,Unsure,334,0,2,1,6,9,2,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Other
34490,Turkey,0,1,TR,275,0,0,8,17,25,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
5804,Turkey,0,2,Unsure,0,0,0,2,8,10,0,0,2,0,0,0,3,2100-01-01,2100-01-01,1,Other
21212,Turkey,1,5,Unsure,2556,0,1,12,32,45,3,1,0,0,0,0,2,2100-01-01,2100-01-01,3,Other
25757,Turkey,0,2,Unsure,0,0,0,7,23,30,3,0,0,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
5809,Turkey,0,4,Unsure,1642,0,0,14,11,25,5,5,5,0,0,0,3,2100-01-01,2100-01-01,3,Other
48954,Turkey,0,1,TR,214,0,0,6,15,21,2,0,5,0,0,0,2,2018-09-01,2021-07-01,2,Engineering
11121,Turkey,0,5,TR,1279,1,0,5,17,23,3,1,5,0,0,0,3,2100-01-01,2100-01-01,3,Engineering
14767,Turkey,0,2,Unsure,0,0,0,0,6,6,2,0,5,0,0,0,2,2016-09-01,2024-05-01,2,Other
21990,Turkey,0,2,Unsure,822,0,1,6,8,15,2,0,2,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
52460,Turkey,0,5,Unsure,3592,0,5,3,23,31,3,0,0,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
26449,Turkey,0,3,TR,3531,1,0,5,8,14,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
12295,Turkey,0,2,Unsure,0,0,1,3,6,10,3,0,5,0,0,0,3,2100-01-01,2100-01-01,2,Engineering
17509,Turkey,0,2,Unsure,609,0,0,9,5,14,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
38880,Turkey,0,4,TR,2983,2,0,12,34,48,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
41478,Turkey,0,2,Unsure,2863,0,0,1,12,13,2,0,5,0,0,0,2,2100-01-01,2021-01-01,3,Other
45008,Turkey,1,2,TR,608,0,1,3,6,10,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
24071,Turkey,0,3,Unsure,1675,0,0,5,25,30,3,0,0,0,0,0,2,2100-01-01,2100-01-01,4,Science
51410,Turkey,0,3,Unsure,852,0,0,1,2,3,2,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Other
54068,Turkey,0,1,Unsure,3317,0,0,8,10,18,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Other
13998,Turkey,0,3,Unsure,2221,1,1,7,11,20,3,0,5,0,0,0,3,2100-01-01,2100-01-01,3,Other
65226,Turkey,1,4,Unsure,3743,1,0,13,24,38,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
27040,Turkey,0,2,Unsure,0,0,0,4,5,9,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
55266,Turkey,0,2,Unsure,884,0,1,4,12,17,2,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Other
25844,Turkey,0,4,Unsure,3499,0,1,6,12,19,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Engineering
58934,Turkey,0,1,Unsure,7305,0,1,0,11,12,2,0,0,0,0,0,1,2100-01-01,2100-01-01,1,Other
56824,Turkey,0,2,Unsure,0,1,0,3,8,12,3,0,5,0,0,0,1,2100-01-01,2100-01-01,2,Engineering
46125,Turkey,0,2,Unsure,0,0,0,4,11,15,4,0,5,0,0,0,2,2100-01-01,2100-01-01,3,Engineering
19571,Turkey,0,3,Unsure,2830,0,0,7,4,11,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
8345,Turkey,1,1,TR,2557,1,0,8,15,24,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
56327,Turkey,1,2,Unsure,791,0,0,6,9,15,2,0,5,0,0,0,2,2100-01-01,2100-01-01,1,Engineering
32112,Turkey,0,1,Unsure,61,0,1,0,17,18,0,0,2,0,0,0,2,2100-01-01,2100-01-01,2,Business
27432,Turkey,1,4,Unsure,1402,0,1,6,18,25,4,0,5,0,0,0,2,2018-09-01,2100-01-01,3,Science
52234,Turkey,0,1,Unsure,184,0,0,3,4,7,2,0,5,0,0,0,2,2100-01-01,2100-01-01,2,Other
11429,Turkey,1,4,TR,913,0,1,7,10,18,4,2,0,0,0,0,3,2100-01-01,2100-01-01,2,Business
6943,Turkey,0,5,TR,2222,0,0,8,38,46,4,2,5,0,0,0,3,2100-01-01,2100-01-01,3,Other
